Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Taxonomic lineage	EC number
K2R6H1	unreviewed	K2R6H1_METFP	Sirohydrochlorin cobaltochelatase, EC 4.99.1.3 (CbiXS) (Sirohydrochlorin nickelchelatase, EC 4.99.1.11)	cbiX cfbA A994_00985	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.99.1.11; 4.99.1.3
K2R6Z7	unreviewed	K2R6Z7_METFP	Bifunctional enzyme Fae/Hps [Includes: 5,6,7,8-tetrahydromethanopterin hydro-lyase, EC 4.2.1.147 (Formaldehyde-activating enzyme, Fae); 3-hexulose-6-phosphate synthase, HPS, EC 4.1.2.43 (D-arabino-3-hexulose-6-phosphate formaldehyde lyase) ]	fae-hps A994_01785	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.2.43; 4.2.1.147
K2R762	unreviewed	K2R762_METFP	DNA polymerase II large subunit, Pol II, EC 2.7.7.7 (Exodeoxyribonuclease large subunit, EC 3.1.11.1)	polC A994_02195	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.7.7; 3.1.11.1
K2R788	unreviewed	K2R788_METFP	Probable GTP 3',8-cyclase, EC 4.1.99.22 (Molybdenum cofactor biosynthesis protein A)	moaA A994_02320	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.99.22
K2R8F7	unreviewed	K2R8F7_METFP	Type-2 serine--tRNA ligase, EC 6.1.1.11 (Seryl-tRNA synthetase) (Seryl-tRNA(Ser/Sec) synthetase)	A994_12712	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.11
K2R8H1	unreviewed	K2R8H1_METFP	Digeranylgeranylglyceryl phosphate synthase, DGGGP synthase, DGGGPS, EC 2.5.1.42 ((S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase) (Geranylgeranylglycerol-phosphate geranylgeranyltransferase)	ubiA A994_12608	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.5.1.42
K2R992	unreviewed	K2R992_METFP	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase, EC 2.5.1.147 (FO synthase subunit 2)	cofH A994_11687	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.5.1.147
K2R9K7	unreviewed	K2R9K7_METFP	Chorismate synthase, CS, EC 4.2.3.5 (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC A994_10364	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.3.5
K2R9L4	unreviewed	K2R9L4_METFP	UvrABC system protein B, Protein UvrB (Excinuclease ABC subunit B)	uvrB A994_10414	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2R9Q3	unreviewed	K2R9Q3_METFP	Cysteine desulfurase IscS, EC 2.8.1.7	iscS A994_10639	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.8.1.7
K2R9R4	unreviewed	K2R9R4_METFP	Pyridoxal 5'-phosphate synthase subunit PdxS, PLP synthase subunit PdxS, EC 4.3.3.6 (Pdx1)	pdxS A994_10689	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.3.3.6
K2RA81	unreviewed	K2RA81_METFP	Probable phosphoglucosamine mutase, EC 5.4.2.10	glmM A994_10093	Methanobacterium formicicum (strain DSM 3637 / PP1)		5.4.2.10
K2RAP2	unreviewed	K2RAP2_METFP	Tetrahydromethanopterin S-methyltransferase subunit E, EC 2.1.1.86 (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit E)	mtrE A994_09411	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.86
K2RAP6	unreviewed	K2RAP6_METFP	Tetrahydromethanopterin S-methyltransferase subunit F, EC 2.1.1.86 (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit F)	mtrF A994_09436	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.86
K2RAU4	unreviewed	K2RAU4_METFP	RNA-splicing ligase RtcB, EC 6.5.1.-	rtcB A994_08371	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.5.1.-
K2RAW4	unreviewed	K2RAW4_METFP	Fructose-1,6-bisphosphate aldolase/phosphatase, FBP A/P, FBP aldolase/phosphatase, EC 3.1.3.11, EC 4.1.2.13	fbp A994_08496	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.3.11; 4.1.2.13
K2RAW9	unreviewed	K2RAW9_METFP	Archaetidylinositol phosphate synthase, AIP synthase, EC 2.7.8.39	A994_08521	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.8.39
K2RB04	unreviewed	K2RB04_METFP	Phosphoribosyl-AMP cyclohydrolase, PRA-CH, EC 3.5.4.19	hisI A994_08721	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.5.4.19
K2RBL8	unreviewed	K2RBL8_METFP	7-cyano-7-deazaguanine synthase, EC 6.3.4.20 (7-cyano-7-carbaguanine synthase) (Archaeosine biosynthesis protein QueC) (PreQ(0) synthase)	queC A994_06480	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.4.20
K2RC98	unreviewed	K2RC98_METFP	Adenylosuccinate synthetase, AMPSase, AdSS, EC 6.3.4.4 (IMP--aspartate ligase)	purA A994_05441	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.4.4
K2RCG3	unreviewed	K2RCG3_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05866	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.1.11
K2RCT9	unreviewed	K2RCT9_METFP	Phosphoglycerate kinase, EC 2.7.2.3	pgk A994_04315	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.2.3
K2RD34	unreviewed	K2RD34_METFP	S-inosyl-L-homocysteine hydrolase, SIHH, EC 3.13.1.9	A994_04815	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.13.1.9
K2RD39	unreviewed	K2RD39_METFP	3-isopropylmalate dehydratase large subunit, EC 4.2.1.33 (Alpha-IPM isomerase, IPMI) (Isopropylmalate isomerase)	leuC A994_04840	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.1.33
K2RD91	unreviewed	K2RD91_METFP	Type 2 DNA topoisomerase 6 subunit A, EC 5.6.2.2 (Type II DNA topoisomerase VI subunit A)	top6A A994_05090	Methanobacterium formicicum (strain DSM 3637 / PP1)		5.6.2.2
K2RE57	unreviewed	K2RE57_METFP	7-carboxy-7-deazaguanine synthase, CDG synthase, EC 4.3.99.3 (Archaeosine biosynthesis protein QueE)	queE A994_00070	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.3.99.3
K2RER6	unreviewed	K2RER6_METFP	Isoleucine--tRNA ligase, EC 6.1.1.5 (Isoleucyl-tRNA synthetase, IleRS)	ileS A994_01170	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.5
K2REV1	unreviewed	K2REV1_METFP	Diaminopimelate decarboxylase, DAP decarboxylase, DAPDC, EC 4.1.1.20	lysA A994_01445	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.1.20
K2REZ1	unreviewed	K2REZ1_METFP	Dihydroxy-acid dehydratase, DAD, EC 4.2.1.9	ilvD A994_01695	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.1.9
K2RFF9	unreviewed	K2RFF9_METFP	Phosphomethylpyrimidine synthase, EC 4.1.99.17 (Hydroxymethylpyrimidine phosphate synthase, HMP-P synthase, HMP-phosphate synthase, HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC A994_02580	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.99.17
K2RFG4	unreviewed	K2RFG4_METFP	DNA ligase, EC 6.5.1.1 (Polydeoxyribonucleotide synthase [ATP])	lig A994_02605	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.5.1.1
K2RQ09	unreviewed	K2RQ09_METFP	4-hydroxy-tetrahydrodipicolinate synthase, HTPA synthase, EC 4.3.3.7	dapA A994_11517	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.3.3.7
K2RQB5	unreviewed	K2RQB5_METFP	Methionine--tRNA ligase, EC 6.1.1.10 (Methionyl-tRNA synthetase, MetRS)	metG A994_11052	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.10
K2RQD1	unreviewed	K2RQD1_METFP	Histidinol dehydrogenase, HDH, EC 1.1.1.23	hisD A994_11152	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.1.1.23
K2RQX0	unreviewed	K2RQX0_METFP	Proteasome-activating nucleotidase, PAN (Proteasomal ATPase) (Proteasome regulatory ATPase) (Proteasome regulatory particle)	pan A994_09773	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQX4	unreviewed	K2RQX4_METFP	Carbamoyl-phosphate synthase small chain, EC 6.3.5.5 (Carbamoyl-phosphate synthetase glutamine chain)	carA A994_09798	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.5.5
K2RRC5	unreviewed	K2RRC5_METFP	Holliday junction resolvase Hjc, Hjc, EC 3.1.21.10	hjc A994_09061	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.21.10
K2RRM0	unreviewed	K2RRM0_METFP	Tetrahydromethanopterin S-methyltransferase subunit D, EC 2.1.1.86 (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit D)	mtrD A994_09416	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.86
K2RRM4	unreviewed	K2RRM4_METFP	Tetrahydromethanopterin S-methyltransferase subunit G, EC 2.1.1.86 (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit G)	mtrG A994_09441	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.86
K2RRS3	unreviewed	K2RRS3_METFP	Probable S-methyl-5'-thioinosine phosphorylase, EC 2.4.2.44 (5'-methylthioinosine phosphorylase, MTI phosphorylase, MTIP)	A994_08376	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.4.2.44
K2RRW4	unreviewed	K2RRW4_METFP	Translation initiation factor 2 subunit gamma, EC 3.6.5.3 (aIF2-gamma) (eIF-2-gamma)	eif2g A994_08626	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.6.5.3
K2RSD3	unreviewed	K2RSD3_METFP	Phosphoribosylformylglycinamidine synthase subunit PurQ, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit I, FGAR amidotransferase I, FGAR-AT I) (Glutaminase PurQ, EC 3.5.1.2) (Phosphoribosylformylglycinamidine synthase subunit I)	purQ A994_08131	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.5.1.2; 6.3.5.3
K2RSU0	unreviewed	K2RSU0_METFP	Acetyl-CoA decarbonylase/synthase complex subunit alpha, ACDS complex subunit alpha, EC 1.2.7.4 (ACDS complex carbon monoxide dehydrogenase subunit alpha, ACDS CODH subunit alpha)	cdhA A994_07010	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.2.7.4
K2RSU4	unreviewed	K2RSU4_METFP	Acetyl-CoA decarbonylase/synthase complex subunit gamma, ACDS complex subunit gamma, EC 2.1.1.245 (5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase) (ACDS complex methyltransferase) (Corrinoid/iron-sulfur component large subunit)	cdhE A994_07035	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.245
K2RSV2	unreviewed	K2RSV2_METFP	Digeranylgeranylglycerophospholipid reductase, DGGGPL reductase, EC 1.3.-.- (2,3-bis-O-geranylgeranylglyceryl phosphate reductase) (Geranylgeranyl reductase, GGR)	A994_07060	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.3.-.-
K2RT51	unreviewed	K2RT51_METFP	Enolase, EC 4.2.1.11 (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno A994_05496	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.1.11
K2RTG6	unreviewed	K2RTG6_METFP	3-dehydroquinate dehydratase, 3-dehydroquinase, EC 4.2.1.10 (Type I DHQase) (Type I dehydroquinase, DHQ1)	aroD A994_06381	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.1.10
K2RTI3	unreviewed	K2RTI3_METFP	Hydroxylamine reductase, EC 1.7.99.1 (Hybrid-cluster protein, HCP) (Prismane protein)	hcp A994_04145	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.7.99.1
K2RU74	unreviewed	K2RU74_METFP	Type 2 DNA topoisomerase 6 subunit B, EC 5.6.2.2 (Type II DNA topoisomerase VI subunit B, TopoVI-B)	top6B A994_05095	Methanobacterium formicicum (strain DSM 3637 / PP1)		5.6.2.2
K2RUD8	unreviewed	K2RUD8_METFP	Uridylate kinase, UK, EC 2.7.4.22 (Uridine monophosphate kinase, UMP kinase, UMPK)	pyrH A994_05295	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.4.22
K2RUH8	unreviewed	K2RUH8_METFP	Endonuclease III, EC 4.2.99.18 (DNA-(apurinic or apyrimidinic site) lyase)	nth A994_02918	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.2.99.18
K2RUI8	unreviewed	K2RUI8_METFP	Acetylglutamate kinase, EC 2.7.2.8 (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase, NAGK)	argB A994_02993	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.2.8
K2RUP8	unreviewed	K2RUP8_METFP	tRNA-guanine(15) transglycosylase, EC 2.4.2.48 (7-cyano-7-deazaguanine tRNA-ribosyltransferase) (Archaeal tRNA-guanine transglycosylase)	tgtA A994_03393	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.4.2.48
K2RUX5	unreviewed	K2RUX5_METFP	Tritrans,polycis-undecaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific), EC 2.5.1.89 (Undecaprenyl diphosphate synthase, UDS) (Undecaprenyl pyrophosphate synthase, UPP synthase)	uppS A994_03843	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.5.1.89
K2RVM8	unreviewed	K2RVM8_METFP	Hypoxanthine/guanine phosphoribosyltransferase, HGPRTase, EC 2.4.2.8	hpt A994_00925	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.4.2.8
K2RVU5	unreviewed	K2RVU5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurL, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit II, FGAR amidotransferase II, FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	purL A994_01175	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.5.3
K2RVY6	unreviewed	K2RVY6_METFP	Diaminopimelate epimerase, DAP epimerase, EC 5.1.1.7 (PLP-independent amino acid racemase)	dapF A994_01450	Methanobacterium formicicum (strain DSM 3637 / PP1)		5.1.1.7
K2RVZ0	unreviewed	K2RVZ0_METFP	DNA polymerase II small subunit, Pol II, EC 2.7.7.7 (Exodeoxyribonuclease small subunit, EC 3.1.11.1)	polB A994_01475	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.7.7; 3.1.11.1
K2RW27	unreviewed	K2RW27_METFP	Threonine--tRNA ligase, EC 6.1.1.3 (Threonyl-tRNA synthetase, ThrRS)	thrS A994_01700	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.3
K2RW31	unreviewed	K2RW31_METFP	Cobyrinate a,c-diamide synthase, EC 6.3.5.11 (Cobyrinic acid a,c-diamide synthetase) (Ni-sirohydrochlorin a,c-diamide synthase, EC 6.3.5.12) (Ni-sirohydrochlorin a,c-diamide synthetase)	cbiA cfbB A994_01725	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.5.11; 6.3.5.12
K2RW62	unreviewed	K2RW62_METFP	Glutamyl-tRNA(Gln) amidotransferase subunit A, Glu-ADT subunit A, EC 6.3.5.7	gatA A994_01900	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.5.7
K2RW67	unreviewed	K2RW67_METFP	O-phosphoserine--tRNA(Cys) ligase, O-phosphoserine--tRNA ligase, EC 6.1.1.27 (Non-canonical O-phosphoseryl-tRNA(Cys) synthetase) (O-phosphoseryl-tRNA(Cys) synthetase, SepRS)	sepS A994_01925	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.27
K2RW86	unreviewed	K2RW86_METFP	NH(3)-dependent NAD(+) synthetase, EC 6.3.1.5	nadE A994_02050	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.1.5
K2RWA6	unreviewed	K2RWA6_METFP	Adenylosuccinate lyase, ASL, EC 4.3.2.2 (Adenylosuccinase)	A994_02185	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.3.2.2
K2RWC1	unreviewed	K2RWC1_METFP	Phosphomethylpyrimidine synthase, EC 4.1.99.17 (Hydroxymethylpyrimidine phosphate synthase, HMP-P synthase, HMP-phosphate synthase, HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC A994_02285	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.99.17
K2RWE1	unreviewed	K2RWE1_METFP	Nitrogenase iron protein, EC 1.18.6.1 (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH A994_02410	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.18.6.1
K2Q9M3	unreviewed	K2Q9M3_METFP	Replication factor C small subunit, RFC small subunit (Clamp loader small subunit)	rfc rfcS A994_12343	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2Q9Q5	unreviewed	K2Q9Q5_METFP	Glycine--tRNA ligase, EC 6.1.1.14	A994_12443	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.14
K2Q9R2	unreviewed	K2Q9R2_METFP	Indolepyruvate oxidoreductase subunit IorA, IOR, EC 1.2.7.8 (Indolepyruvate ferredoxin oxidoreductase subunit alpha)	A994_12468	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.2.7.8
K2QA25	unreviewed	K2QA25_METFP	CRISPR-associated exonuclease Cas4, EC 3.1.12.1	A994_11397	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.12.1
K2QA38	unreviewed	K2QA38_METFP	DNA polymerase beta, EC 2.7.7.7	A994_11447	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.7.7
K2QA54	unreviewed	K2QA54_METFP	Aspartokinase, EC 2.7.2.4	A994_11522	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.2.4
K2QA60	unreviewed	K2QA60_METFP	Cobalt-precorrin-5B C(1)-methyltransferase, EC 2.1.1.195 (Cobalt-precorrin-6A synthase)	cbiD A994_11547	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.195
K2QAA0	unreviewed	K2QAA0_METFP	Histone acetyltransferase	A994_11672	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QAC8	unreviewed	K2QAC8_METFP	Putative cobalt transport protein CbiM (Energy-coupling factor transporter probable substrate-capture protein CbiM, ECF transporter S component CbiM)	cbiM A994_11897	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QAF7	unreviewed	K2QAF7_METFP	DNA primase large subunit PriL	priL A994_11057	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QAG2	unreviewed	K2QAG2_METFP	3-dehydroquinate synthase, DHQ synthase, EC 1.4.1.24 (3-dehydroquinate synthase II)	aroB' A994_11082	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.4.1.24
K2QAG9	unreviewed	K2QAG9_METFP	Phosphoenolpyruvate carboxylase, PEPC, PEPCase, EC 4.1.1.31	ppcA A994_11132	Methanobacterium formicicum (strain DSM 3637 / PP1)		4.1.1.31
K2QAQ7	unreviewed	K2QAQ7_METFP	4-phosphopantoate--beta-alanine ligase, EC 6.3.2.36 (Phosphopantothenate synthetase, PPS)	A994_10499	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.2.36
K2QAS6	unreviewed	K2QAS6_METFP	CoB--CoM heterodisulfide reductase iron-sulfur subunit A, EC 1.8.-.-	A994_10599	Methanobacterium formicicum (strain DSM 3637 / PP1)		1.8.-.-
K2QAX8	unreviewed	K2QAX8_METFP	Putative thymidylate synthase, TS, TSase, EC 2.1.1.-	thyA A994_09603	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.-
K2QB40	unreviewed	K2QB40_METFP	50S ribosomal protein L10 (Acidic ribosomal protein P0 homolog)	rpl10 rplP0 A994_09903	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QB50	unreviewed	K2QB50_METFP	Phosphoglycolate phosphatase, PGP, PGPase, EC 3.1.3.18	A994_09953	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.3.18
K2QBH6	unreviewed	K2QBH6_METFP	Phosphoribosyl-ATP pyrophosphatase, PRA-PH, EC 3.6.1.31	hisE A994_09096	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.6.1.31
K2QBS0	unreviewed	K2QBS0_METFP	Tetrahydromethanopterin S-methyltransferase subunit H, EC 2.1.1.86 (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit H)	mtrH A994_09446	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.86
K2QBU4	unreviewed	K2QBU4_METFP	30S ribosomal protein S19e	rps19e A994_08231	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QBU6	unreviewed	K2QBU6_METFP	Translation initiation factor 6, aIF-6	eif6 A994_08256	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QBY3	unreviewed	K2QBY3_METFP	DNA repair and recombination protein RadB	radB A994_08531	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QBZ2	unreviewed	K2QBZ2_METFP	Transcription elongation factor Spt4	spt4 A994_08606	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QBZ9	unreviewed	K2QBZ9_METFP	50S ribosomal protein L7Ae (Ribosomal protein L8e)	rpl7ae A994_08656	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QC08	unreviewed	K2QC08_METFP	RNA-free ribonuclease P, RNA-free RNase P, EC 3.1.26.5 (Protein-only RNase P)	A994_08731	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.26.5
K2QC15	unreviewed	K2QC15_METFP	FeMo cofactor biosynthesis protein NifB (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	A994_08781	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QC32	unreviewed	K2QC32_METFP	Ribonuclease P protein component 2, RNase P component 2, EC 3.1.26.5 (Pop5)	rnp2 A994_07411	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.26.5
K2QC37	unreviewed	K2QC37_METFP	Exosome complex component Rrp42	rrp42 A994_07436	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QC39	unreviewed	K2QC39_METFP	Prefoldin subunit beta (GimC subunit beta)	pfdB A994_07461	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QC87	unreviewed	K2QC87_METFP	ABC transporter ATP-binding protein	A994_07786	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCA3	unreviewed	K2QCA3_METFP	Putative nickel-responsive regulator	A994_07861	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCE5	unreviewed	K2QCE5_METFP	Phosphoribosylformylglycinamidine synthase subunit PurS, FGAM synthase, EC 6.3.5.3 (Formylglycinamide ribonucleotide amidotransferase subunit III, FGAR amidotransferase III, FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)	purS A994_08136	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.3.5.3
K2QCF5	unreviewed	K2QCF5_METFP	tRNA (cytidine(56)-2'-O)-methyltransferase, EC 2.1.1.206 (tRNA ribose 2'-O-methyltransferase aTrm56)	A994_06440	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.1.1.206
K2QCN1	unreviewed	K2QCN1_METFP	V-type ATP synthase subunit C (V-ATPase subunit C)	atpC A994_06815	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QCQ6	unreviewed	K2QCQ6_METFP	tRNA(His) guanylyltransferase, EC 2.7.7.79	A994_06915	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.7.7.79
K2QCS7	unreviewed	K2QCS7_METFP	Acetyl-CoA decarbonylase/synthase complex subunit epsilon, ACDS complex subunit epsilon (ACDS complex carbon monoxide dehydrogenase subunit epsilon, ACDS CODH subunit epsilon)	cdhB A994_07015	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD24	unreviewed	K2QD24_METFP	Glutamate--tRNA ligase, EC 6.1.1.17 (Glutamyl-tRNA synthetase, GluRS)	gltX A994_05451	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.1.1.17
K2QD43	unreviewed	K2QD43_METFP	Protein translocase subunit SecY (Protein transport protein SEC61 subunit alpha homolog)	secY A994_05576	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD45	unreviewed	K2QD45_METFP	50S ribosomal protein L19e	rpl19e A994_05601	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD49	unreviewed	K2QD49_METFP	50S ribosomal protein L5	rpl5 rpl5p A994_05626	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD52	unreviewed	K2QD52_METFP	Ribonuclease P protein component 1, RNase P component 1, EC 3.1.26.5 (Rpp29)	rnp1 A994_05651	Methanobacterium formicicum (strain DSM 3637 / PP1)		3.1.26.5
K2QD56	unreviewed	K2QD56_METFP	30S ribosomal protein S19P	rps19p A994_05676	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2QD65	unreviewed	K2QD65_METFP	RNA 3'-terminal phosphate cyclase, RNA cyclase, RNA-3'-phosphate cyclase, EC 6.5.1.4	rtcA A994_05726	Methanobacterium formicicum (strain DSM 3637 / PP1)		6.5.1.4
K2QDA6	unreviewed	K2QDA6_METFP	Archaeal Rqc2 homolog aRqcH, aRqcH	rqcH A994_05951	Methanobacterium formicicum (strain DSM 3637 / PP1)		
